x,y,z,vx,vy,vz,mass,species
3.2965320581078594,-32.118044049197856,-0.21686956011876865,106.05206839429967,1.806876752191893,1.3777360759709665,7.0,1
186.06767313709136,34.61969851094409,3.277638709823396,-48.183593510024444,225.44464587978825,-0.2439775429152811,7.0,1
13.250819533400838,106.0635328273271,12.157662610939715,-202.24474905243068,25.184987110056014,-0.4402649840320864,7.0,1
-81.15944857672879,42.172972343256085,4.182757228988103,-84.99376826031074,-173.36074164122584,1.0989779729863047,7.0,1
10.222306113063059,55.047005699934246,-4.799128090918222,-141.74981372092776,37.393122247886076,1.130154077611622,7.0,1
-103.48285905151108,178.6157447467447,-1.690978954046353,-209.74281925318002,-111.06502843015839,-1.1954943593744243,7.0,1
54.35163570485162,-48.4086956725166,4.042027854545924,105.56527178244826,124.87544120546927,-0.6841341578659323,7.0,1
-50.3414893664718,29.23949762010206,3.4988821317070298,-67.7122596508997,-131.64408576070235,-4.555864828289951,7.0,1
-89.77710147314231,-5.676803799869644,1.3039657351342608,5.335231078933322,-191.19474715082,2.0859369382941586,7.0,1
-1.9305628066790423,-6.84517128403523,8.00407651322445,24.77098102236487,-10.312004410325258,0.3750085485610399,7.0,1
-205.6027589412641,-18.97405397279545,7.532831321853954,19.647392017649906,-235.53098753584726,0.48934316257214944,7.0,1
-111.71893423937065,54.82987330422914,11.368258858009927,-87.34962161118372,-192.23225217303138,-1.2983161876554905,7.0,1
-76.05906043110171,94.21403951019764,-4.248654146242735,-155.02084815142467,-137.23186515232877,-2.7147041642572938,7.0,1
13.125856801369903,109.19734345332277,3.4906857989985127,-192.8885983592016,29.93271855972783,-4.272674726764409,7.0,1
-27.802210276664354,-54.5426735231373,0.9555781142997453,137.32614649544485,-59.11072739176681,0.39012055104141474,7.0,1
-41.874682052112206,-42.786513147970005,-1.2580723544278125,110.32420197975594,-101.58476952035306,3.18832165123143,7.0,1
-9.089119280008541,-39.31779748673114,-5.074222476839415,115.77971551220479,-27.609640449047117,0.5375136123390313,7.0,1
34.40885359885019,86.14348302536618,9.977385512175701,-167.38842258909526,64.98841392079939,-0.6687564215627274,7.0,1
2.9350415941685974,4.018144384787998,-0.7103489396798456,-18.930534616149632,8.812106820548845,-4.262162673241595,7.0,1
129.30477284971192,-18.951006962147776,2.1608648768768095,22.968266153611946,211.870363049925,4.195521888167169,7.0,1
-41.84847751637063,85.0068216681294,-1.3842908608718705,-171.87543380716485,-89.61211469315616,7.567972322026834,7.0,1
99.67133515531934,6.281090233462116,1.1732115739583082,-14.219929567096804,200.33843535466292,-7.012278843083951,7.0,1
93.03897047688866,-100.39111724397138,9.233504029522615,155.60652041239655,141.12348849837718,-0.47380509603644744,7.0,1
-37.414887342657984,-74.33670962207125,-3.583214800520356,162.53881745328718,-73.05890299365635,2.9296842325350334,7.0,1
-33.14683156102554,62.88658644721951,8.901309149313356,-156.2502272079097,-74.13476753450637,-0.3607441281397206,7.0,1
27.31431274182173,-43.172924627091994,4.998924310075336,113.6244196542555,80.49039223270424,-3.4678417993568447,7.0,1
48.21983205077592,29.17771221033095,6.401333272136111,-64.42438546016022,126.90623107265986,4.4395426581480395,7.0,1
-23.50625395867207,85.2180762669846,5.48317066526086,-183.90817631256206,-37.92400471825835,-2.085580358854025,7.0,1
25.460771363699777,20.202616821324487,2.249173195325477,-61.72643276143053,85.55452903183307,-4.133226272865122,7.0,1
14.041249498244468,89.65818022842423,4.103553130080925,-182.405318269303,34.02107653080734,-2.6751026990939435,7.0,1
31.905691605962545,-58.35494316404749,8.913335412423802,141.2875141262439,80.00628264696262,0.1947121677243928,7.0,1
12.708507592871703,212.04092491187768,6.260681607839094,-232.79754260649884,16.03059045519568,1.1194157579898163,7.0,1
45.80868516366986,35.5100712974187,4.946435213307428,-94.2910578599132,129.99991495985608,-1.5861210033399393,7.0,1
-69.9088344806571,9.372723516169069,7.047362309278178,-16.270347774081642,-163.55474472454998,-0.3742733061188843,7.0,1
-56.37387782705599,131.66664532523143,12.23762223353305,-194.60321515409598,-71.08298768043186,-1.8646051525954166,7.0,1
-19.454985512898297,-18.343137355627007,7.425497695299231,57.99603710446525,-66.14156867563591,-4.760686993311209,7.0,1
-22.592956795402134,57.90280862225942,0.09658093945411969,-141.46991389505135,-60.07603083109708,8.412269105406388,7.0,1
-65.95184216065088,-84.8934079856444,5.571935711628439,156.06342598584087,-123.62747247977182,2.229376017728946,7.0,1
60.15008564952862,-46.53582534178827,-1.7679724979387346,109.79513233744902,128.98156529710363,-0.9639891695214281,7.0,1
141.7262253421005,19.283644417338575,0.08940188798574891,-28.004421750380786,213.26459887104065,-0.36259985039168413,7.0,1
-4.894576285584719,17.37195555312284,1.8255155335075237,-66.7333181584729,-14.444421492237334,-1.488639016344974,7.0,1
41.413652848688606,-3.3395874176516065,2.2988730210306354,4.7168388959940675,125.07070246982656,2.049378540403427,7.0,1
182.05087319675644,-113.39435460317257,5.111048875373516,123.69426060581795,206.8704416996802,-3.1537954756478697,7.0,1
22.84784678788295,36.10784423698498,-1.946635351793947,-112.00229436648902,65.1359190043178,1.2557353914727925,7.0,1
79.1713298651987,-105.40975537204463,-5.754424898654782,171.46371181172069,126.22683072929304,2.178527557030154,7.0,1
92.07861455567597,39.03927307593001,-1.9970472407211097,-74.16417302484713,181.8580467298841,1.7455184058849544,7.0,1
9.02990300323535,95.78516814091712,7.349461087583066,-190.3921438321208,8.42371575687154,-0.4107011154482954,7.0,1
-11.27224944317166,-104.59826786588597,0.5131560311792124,204.0314057903719,-24.598361128772847,0.26210949697099023,7.0,1
82.99250208420304,-53.83414932523193,4.180240204298721,102.14745315891366,161.78010909840924,-0.9599286757533,7.0,1
12.563510817416077,-11.729711656761307,5.4977266876941195,49.43934329272214,47.21167216639645,-2.2539136541383304,7.0,1
-6.7459086092769045,-88.86783125601168,-9.811572617050658,178.3102353120258,-1.0308408072453505,-4.03294934408923,7.0,1
-1.5095028843795246,137.0789039812479,1.5690839965149068,-207.62910456328603,-3.329846949902692,-1.031792941262191,7.0,1
41.845885406280146,72.31293006578512,-0.2209241643576925,-157.94348359502425,100.32306291875392,-0.6245073619912694,7.0,1
129.31702898978202,-77.5961195218372,3.1504786432069394,111.66051444196071,191.18251403152385,-5.76369756395163,7.0,1
27.283765365296713,28.604066611245088,12.776052570900276,-91.94098043013432,85.76360157769636,1.715370217321789,7.0,1
-28.45151191046736,93.74659850066962,0.11210351392494727,-174.31709296416673,-53.108492729486954,0.04378981531663122,7.0,1
-72.61234948725337,-76.28115317966883,-8.963770659790606,137.18469659518274,-134.63253118783035,2.80332690008505,7.0,1
-111.14989251471614,-67.63116365572918,-0.07573177094156044,120.2239963292788,-178.0700808888747,-5.266770609938415,7.0,1
70.9630224712684,58.49131019718489,1.0457030558231044,-123.0427727672459,144.31015160044194,-3.8164078219402997,7.0,1
-233.6445068936805,-1.6992427631793854,-4.651996913856824,-0.08229413116230723,-240.39735869786585,-0.00944834687507489,7.0,1
-118.91474227456803,43.97308022719984,-4.845587145390291,-70.66652662864509,-206.4652562941756,3.2873924391227822,7.0,1
43.36145995554512,149.2131728446822,4.819636742074564,-213.0202541124603,50.86059477965111,-3.711212915860818,7.0,1
-52.84981598141942,-50.72994287556086,-5.553947383726134,116.44777893296457,-115.51719110854151,0.4387674299966912,7.0,1
66.45249683368975,-77.5874092287273,-8.432845638345231,143.34013721512835,136.15684841794175,-2.5607130496708734,7.0,1
-103.23446347839517,-110.38973535544386,-9.44329263793511,151.1278422532882,-147.3615495277248,-5.402219285096017,7.0,1
-14.395423775045021,144.57748519539498,-3.1855195082189707,-229.0213708233897,-25.81369657914293,-0.37907313913425816,7.0,1
-111.82525010947238,-8.232371911966906,-0.19083051188171252,9.493511508693325,-207.45639060097946,3.4701464284372108,7.0,1
-75.62897765782257,-59.82071194914376,1.0381153895359698,123.53598782700621,-146.16060577381393,-1.6142855416772721,7.0,1
-125.17041461539732,-10.111015065328397,-0.32228303558995247,14.232994430110047,-214.77840458662305,-3.8697228397455086,7.0,1
-150.22659965096972,-125.18811489753237,0.8857931855770684,155.72705688541976,-171.60421372392992,4.652838373515933,7.0,1
-13.691848212993197,-51.53266958666668,0.8183256473226743,135.2342578620998,-29.082979720802385,-2.533545955038254,7.0,1
6.332961885039666,-75.70515178988772,0.8528760612835946,167.572380479684,12.583635872228605,-1.3340770172432013,7.0,1
-143.27753529532478,-25.23606956796115,2.093255836222494,41.3647687776336,-216.21620468768327,-2.835464961005181,7.0,1
-34.78889209749196,-176.9174257115265,-0.999060243736895,218.60009853910296,-38.36631418691223,1.8884156905015976,7.0,1
44.822232893540416,109.3474149761791,7.602405775030589,-188.4324387150042,80.5492115638939,-1.6592539205362689,7.0,1
78.10144767035035,-124.71306891729486,6.8017287112366684,191.37654248538277,121.98876187205555,1.5018960928922502,7.0,1
57.33216711879312,104.0389545637671,1.2780839091631482,-170.40930327861224,91.09997846031526,0.8671742580066281,7.0,1
-25.13998616641362,44.231474878928196,-10.93722350936659,-126.30862780522587,-66.12294967519325,0.8142246298217644,7.0,1
-66.7542790326286,-37.74204788996742,5.274154465577374,82.82791497728846,-142.8030026096626,-3.8026158526945864,7.0,1
36.35490135837373,4.028337170634034,5.4321274966867685,-5.106541719393133,114.10648637118292,0.5590830849299795,7.0,1
17.097300405803907,-26.034003525041292,1.3495311196652322,80.30754716819756,63.918301078048984,2.0222350482007037,7.0,1
7.48268167462089,7.013829789011574,1.175477560532757,-25.037971056223146,21.099974280349432,-3.8770829437677015,7.0,1
-107.3663924953408,-117.43884599419867,8.44293757941412,163.37895172450024,-149.49390697612458,0.822804287924446,7.0,1
-77.63467014972859,-31.832801430481105,-2.092209779265569,68.85209744739088,-170.44737881508948,2.5939786003905505,7.0,1
-42.832944295583076,21.389668807284334,-4.984048104626717,-66.77026894053361,-118.43855296916834,-4.380577112013236,7.0,1
178.75309213408173,-25.55018706193653,7.807963468855617,42.40412664323189,232.762952140116,-4.787636746793101,7.0,1
5.097076988248155,-11.597581076510297,-5.660101320666082,42.87814636738719,19.855403326003646,0.4539850229569978,7.0,1
87.64757268708738,92.68686508289716,-7.442863342512213,-148.26976656658817,145.30060604041503,-0.1684891652533497,7.0,1
40.154254719309606,-119.33315730481804,1.3736136722842334,199.71569299163966,60.726331505032825,3.1862580620059884,7.0,1
21.51044742278375,-72.01194442468856,4.1469848089569314,152.68551493473026,47.72101050620195,2.7063033009570425,7.0,1
-28.989455711336024,51.269378503742004,-5.553786365414503,-121.35497279272674,-66.74151866331995,-0.668653505635869,7.0,1
-23.94990605066426,7.61964494225786,9.514840636436276,-25.65540148005512,-73.45343158466677,-4.876187662856694,7.0,1
-37.26385508448836,-5.515202637903546,4.517407835132959,19.53760183940765,-112.21212481206126,-0.7986093533681332,7.0,1
-45.848886433637595,59.62450350550078,-4.5407644316014135,-126.60687313880004,-112.4153696652964,0.27010466069337585,7.0,1
-16.768474579713722,31.541105763371764,-1.0629257994461232,-92.89573971074414,-43.88843211922205,-0.34929291532898055,7.0,1
-190.06525930347382,-29.628701283572713,-16.711018254668126,27.58641540710183,-225.11170324424438,-4.270915106843176,7.0,1
95.9376052205627,-11.316347046958526,-3.5442493585679835,20.90008592832234,195.97412912439808,3.8569464041107313,7.0,1
-5.515891635267515,-43.9753740720286,2.603925712923901,124.94769347920963,-19.878445802635316,-0.8781501243766024,7.0,1
-17.018531704575043,-19.15931958510708,-2.3794079663727308,61.89875969776322,-44.931452640669434,2.800289404518917,7.0,1
100.5748011336194,-117.08613543488606,5.675610305417985,168.08057571860707,150.37500897944224,-4.007851614919995,7.0,1
-55.158656366697734,-40.02923214970108,8.421636902708846,86.50714671148802,-139.36589161274074,1.444537703302947,7.0,1
-0.5411400524070052,-61.59500572159173,0.9195537212070138,146.5535189224677,-6.854351875469706,0.18255166187336686,7.0,1
84.11419512563964,-112.30020455308487,-3.7388986341590025,173.72203088626716,127.75043949326839,4.502818289525698,7.0,1
-0.6321743239493807,-72.6591579850996,7.3726362709049855,166.79160764390474,-7.586949820666349,-2.1474210281475052,7.0,1
53.58619491562294,-114.20688628028249,5.874732165627739,188.21071167890037,86.73465575466238,-2.096473524032766,7.0,1
-61.67060080591129,-38.04365997901485,-15.613896591515978,83.69006480269152,-138.27164673459632,4.663067847398462,7.0,1
-111.55053710850612,77.46899620566255,11.71815828503067,-126.77629219367589,-183.12848876713844,-6.017265959629252,7.0,1
27.071364655699963,-87.97516441461264,-6.948831930524497,186.49798495644617,50.65195969380095,0.7095303159564436,7.0,1
-67.57820996569215,86.12544973167451,-0.9794789762682727,-157.02160058612705,-122.70132295403471,2.0994142416064596,7.0,1
-3.362692408766967,-61.798633526239186,-2.3208343619714844,148.01786928774885,-6.63450428787933,-3.2332421841449235,7.0,1
21.521575115218408,-4.235487401510845,0.19605969400887518,15.54872473489316,71.79059383967075,3.406206076136659,7.0,1
21.38419379103903,-0.2615291090101214,-7.03072271268505,-1.4967053929672287,63.58563335963594,6.592382496641803,7.0,1
-219.60368208316538,-76.88440190253847,-7.8288309856391765,82.37287767759646,-217.90049588590105,1.6709268734037472,7.0,1
18.67230732402963,-64.22858422610068,6.602068594597106,146.20821006594193,44.47452349678468,-1.60290182235686,7.0,1
-26.543009051403217,89.72086723582477,-12.982855332281417,-181.9138216514888,-45.77991527953601,4.612110795797814,7.0,1
21.292456175955813,-13.94509785964128,2.21060808676396,52.18108230183597,58.309448209105206,2.9347746717018546,7.0,1
8.978676094369707,-130.34898330317205,-3.59855680266421,217.84320723081083,33.56199298773838,0.6166362663793057,7.0,1
9.025610304712005,-129.41088015516144,2.3923811018131316,207.84707355089478,14.400178948216631,4.550401299777911,7.0,1
32.39061573721179,93.35365155020116,-7.52300614916149,-186.10620103152644,69.75708172057494,-0.5298866956398839,7.0,1
-125.72582854183014,74.43608811926588,-1.7115046785607888,-101.53469497914044,-189.15572944452526,2.123116301216431,7.0,1
-47.287182367316206,74.53375206617415,-3.001438519767616,-157.77470005054136,-92.99614793740933,-2.987595198044455,7.0,1
-59.92285669834992,113.52899031883939,-3.201139512359597,-194.61749486284432,-94.7495995605333,-5.722219871610979,7.0,1
-37.18574128843661,65.90725287802879,2.2934771571560058,-146.97168693295112,-85.2185962292097,1.1384080071051559,7.0,1
-49.20673381904636,-22.982462882783278,4.694129930629947,56.565467780943735,-127.94968071809498,-0.3461200184747267,7.0,1
62.79204164462913,37.84596989500673,1.4441126151809114,-78.91764152859923,149.8483271853751,-0.35127702969462543,7.0,1
4.6694306398705105,-33.09288604446213,-0.7164279498360943,99.79387220669305,22.835240760600378,2.3138055566564097,7.0,1
-3.3858399611151353,24.55316518763057,1.4472337220790719,-79.9161767932056,-7.197660928295313,2.187474991693373,7.0,1
-9.301487637415667,57.36406515862576,-5.266026255104585,-147.20473925974113,-19.013120163600078,-0.4963735234947136,7.0,1
-123.19647988793409,-29.227851337148003,-10.08748869838011,57.42209910204727,-209.83668899437598,-2.4031534116431454,7.0,1
-38.76702089162516,16.24842657363999,-4.347631289814193,-47.87371846207327,-112.43821721572574,4.016214335383435,7.0,1
89.71208203371562,69.6406749495008,-6.128965534528311,-119.40312141411313,152.91991639221754,-0.759650084656422,7.0,1
-59.698802235140604,153.0832515792619,-1.4425983462992293,-211.75487446140158,-79.414252622079,-0.8245273269708914,7.0,1
115.73765506459313,-176.37795244241067,3.133712905976686,189.6364233468767,130.82209584463985,-1.1783103557882135,7.0,1
-84.36674013315822,-63.315387052407395,-1.1198403845257703,128.56721651262134,-155.6410203966766,-3.8266498619624323,7.0,1
68.0926214237274,-60.5171360130971,-10.099569066240992,126.21456634525853,135.34574901081507,-1.2587466658833437,7.0,1
